"CodMun";"Municipio";"Pobloglog"
46178;"Naquera ";2
46179;"Navarres ";2
46180;"Novele/Novetle ";1
46181;"Oliva ";2
46183;"Olleria, l' ";2
46182;"Olocau ";2
46184;"Ontinyent ";2
46185;"Otos ";1
46186;"Paiporta ";2
46187;"Palma de Gandia ";2
46188;"Palmera ";1
46189;"Palomar, el ";1
46190;"Paterna ";2
46191;"Pedralba ";2
46192;"Petres ";1
46193;"Picanya ";2
46194;"Picassent ";2
46195;"Piles ";2
46196;"Pinet ";1
46199;"Pobla de Farnals, la ";2
46202;"Pobla de Vallbona, la ";2
46200;"Pobla del Duc, la ";2
46203;"Pobla Llarga, la ";2
46197;"Polinya de Xuquer ";2
46198;"Potries ";1
46205;"Pucol ";2
46201;"Puebla de San Miguel ";1
46204;"Puig de Santa Maria, el ";2
46101;"Quart de les Valls ";1
46102;"Quart de Poblet ";2
46103;"Quartell ";1
46104;"Quatretonda ";2
46206;"Quesa ";1
46207;"Rafelbunyol ";2
46208;"Rafelcofer ";1
46209;"Rafelguaraf ";2
46210;"Rafol de Salem ";1
46212;"Real ";2
46211;"Real de Gandia ";2
46213;"Requena ";2
46214;"Riba-roja de Turia ";2
46215;"Riola ";2
46216;"Rocafort ";2
46217;"Rotgla i Corbera ";1
46218;"Rotova ";1
46219;"Rugat ";1
46220;"Sagunto/Sagunt ";2
46221;"Salem ";1
46903;"San Antonio de Benageber ";2
46222;"Sant Joanet ";1
46223;"Sedavi ";2
46224;"Segart ";1
46225;"Sellent ";1
46226;"Sempere ";1
46227;"Senyera ";1
46228;"Serra ";2
46229;"Siete Aguas ";1
46230;"Silla ";2
46231;"Simat de la Valldigna ";2
46232;"Sinarcas ";1
46233;"Sollana ";2
46234;"Sot de Chera ";1
46235;"Sueca ";2
46236;"Sumacarcer ";1
46237;"Tavernes Blanques ";2
46238;"Tavernes de la Valldigna ";2
46239;"Teresa de Cofrentes ";1
46240;"Terrateig ";1
46241;"Titaguas ";1
46242;"Torrebaja ";1
46243;"Torrella ";1
46244;"Torrent ";2
46245;"Torres Torres ";1
46246;"Tous ";1
46247;"Tuejar ";1
46248;"Turis ";2
46249;"Utiel ";2
46250;"Valencia ";2
46251;"Vallada ";2
46252;"Vallanca ";1
46253;"Valles ";1
46254;"Venta del Moro ";1
46255;"Vilallonga/Villalonga ";2
46256;"Vilamarxant ";2
46257;"Villanueva de Castellon ";2
46258;"Villar del Arzobispo ";2
46259;"Villargordo del Cabriel ";1
46260;"Vinalesa ";2
46145;"Xativa ";2
46143;"Xeraco ";2
46146;"Xeresa ";2
46110;"Xirivella ";2
46261;"Yatova ";2
46262;"Yesa, La ";1
46263;"Zarra ";1
47001;"Adalia ";1
47002;"Aguasal ";1
47003;"Aguilar de Campos ";1
47004;"Alaejos ";1
47005;"Alcazaren ";1
47006;"Aldea de San Miguel ";1
47007;"Aldeamayor de San Martin ";2
47008;"Almenara de Adaja ";1
47009;"Amusquillo ";1
47010;"Arroyo de la Encomienda ";2
47011;"Ataquines ";1
47012;"Bahabon ";1
47013;"Barcial de la Loma ";1
47014;"Barruelo del Valle ";1
47015;"Becilla de Valderaduey ";1
47016;"Benafarces ";1
47017;"Bercero ";1
47018;"Berceruelo ";1
47019;"Berrueces ";1
47020;"Bobadilla del Campo ";1
47021;"Bocigas ";1
47022;"Bocos de Duero ";1
47023;"Boecillo ";2
47024;"Bolanos de Campos ";1
47025;"Brahojos de Medina ";1
47026;"Bustillo de Chaves ";1
47027;"Cabezon de Pisuerga ";2
47028;"Cabezon de Valderaduey ";1
47029;"Cabreros del Monte ";1
47030;"Campaspero ";1
47031;"Campillo, El ";1
47032;"Camporredondo ";1
47033;"Canalejas de Penafiel ";1
47034;"Canillas de Esgueva ";1
47035;"Carpio ";1
47036;"Casasola de Arion ";1
47037;"Castrejon de Trabancos ";1
47038;"Castrillo de Duero ";1
47039;"Castrillo-Tejeriego ";1
47040;"Castrobol ";1
47041;"Castrodeza ";1
47042;"Castromembibre ";1
47043;"Castromonte ";1
47044;"Castronuevo de Esgueva ";1
47045;"Castronuno ";1
47046;"Castroponce ";1
47047;"Castroverde de Cerrato ";1
47048;"Ceinos de Campos ";1
47049;"Cervillego de la Cruz ";1
47050;"Cigales ";2
47051;"Cigunuela ";1
47052;"Cisterniga ";2
47053;"Cogeces de iscar ";1
47054;"Cogeces del Monte ";1
47055;"Corcos ";1
47056;"Corrales de Duero ";1
47057;"Cubillas de Santa Marta ";1
47058;"Cuenca de Campos ";1
47059;"Curiel de Duero ";1
47060;"Encinas de Esgueva ";1
47061;"Esguevillas de Esgueva ";1
47062;"Fombellida ";1
47063;"Fompedraza ";1
47064;"Fontihoyuelo ";1
47065;"Fresno el Viejo ";1
47066;"Fuensaldana ";1
47067;"Fuente el Sol ";1
47068;"Fuente-Olmedo ";1
47069;"Gallegos de Hornija ";1
47070;"Gaton de Campos ";1
47071;"Geria ";1
47073;"Herrin de Campos ";1
47074;"Hornillos de Eresma ";1
47075;"iscar ";2
47076;"Laguna de Duero ";2
47077;"Langayo ";1
47079;"Llano de Olmedo ";1
47078;"Lomoviejo ";1
47080;"Manzanillo ";1
47081;"Marzales ";1
47082;"Matapozuelos ";1
47083;"Matilla de los Canos ";1
47084;"Mayorga ";2
47086;"Medina de Rioseco ";2
47085;"Medina del Campo ";2
47087;"Megeces ";1
47088;"Melgar de Abajo ";1
47089;"Melgar de Arriba ";1
47090;"Mojados ";2
47091;"Monasterio de Vega ";1
47092;"Montealegre de Campos ";1
47093;"Montemayor de Pililla ";1
47094;"Moral de la Reina ";1
47095;"Moraleja de las Panaderas ";1
47096;"Morales de Campos ";1
47097;"Mota del Marques ";1
47098;"Mucientes ";1
47099;"Mudarra, La ";1
47100;"Muriel ";1
47101;"Nava del Rey ";2
47102;"Nueva Villa de las Torres ";1
47103;"Olivares de Duero ";1
47104;"Olmedo ";2
47105;"Olmos de Esgueva ";1
47106;"Olmos de Penafiel ";1
47109;"Palazuelo de Vedija ";1
47110;"Parrilla, La ";1
47111;"Pedraja de Portillo, La ";1
47112;"Pedrajas de San Esteban ";2
47113;"Pedrosa del Rey ";1
47114;"Penafiel ";2
47115;"Penaflor de Hornija ";1
47116;"Pesquera de Duero ";1
47117;"Pina de Esgueva ";1
47118;"Pinel de Abajo ";1
47119;"Pinel de Arriba ";1
47121;"Pollos ";1
47122;"Portillo ";2
47123;"Pozal de Gallinas ";1
47124;"Pozaldez ";1
47125;"Pozuelo de la Orden ";1
47126;"Puras ";1
47127;"Quintanilla de Arriba ";1
47129;"Quintanilla de Onesimo ";1
47130;"Quintanilla de Trigueros ";1
47128;"Quintanilla del Molar ";1
47131;"Rabano ";1
47132;"Ramiro ";1
47133;"Renedo de Esgueva ";2
47134;"Roales de Campos ";1
47135;"Robladillo ";1
47137;"Roturas ";1
47138;"Rubi de Bracamonte ";1
47139;"Rueda ";1
47140;"Saelices de Mayorga ";1
47141;"Salvador de Zapardiel ";1
47142;"San Cebrian de Mazote ";1
47143;"San Llorente ";1
47144;"San Martin de Valveni ";1
47145;"San Miguel del Arroyo ";1
47146;"San Miguel del Pino ";1
47147;"San Pablo de la Moraleja ";1
47148;"San Pedro de Latarce ";1
47149;"San Pelayo ";1
47150;"San Roman de Hornija ";1
47151;"San Salvador ";1
47156;"San Vicente del Palacio ";1
47152;"Santa Eufemia del Arroyo ";1
47153;"Santervas de Campos ";1
47154;"Santibanez de Valcorba ";1
47155;"Santovenia de Pisuerga ";2
47157;"Sardon de Duero ";1
47158;"Seca, La ";1
47159;"Serrada ";1
47160;"Siete Iglesias de Trabancos ";1
47161;"Simancas ";2
47162;"Tamariz de Campos ";1
47163;"Tiedra ";1
47164;"Tordehumos ";1
47165;"Tordesillas ";2
47169;"Torre de Esgueva ";1
47170;"Torre de Penafiel ";1
47166;"Torrecilla de la Abadesa ";1
47167;"Torrecilla de la Orden ";1
47168;"Torrecilla de la Torre ";1
47171;"Torrelobaton ";1
47172;"Torrescarcela ";1
47173;"Traspinedo ";1
47174;"Trigueros del Valle ";1
47175;"Tudela de Duero ";2
47176;"Union de Campos, La ";1
47177;"Urones de Castroponce ";1
47178;"Uruena ";1
47179;"Valbuena de Duero ";1
47180;"Valdearcos de la Vega ";1
47181;"Valdenebro de los Valles ";1
47182;"Valdestillas ";2
47183;"Valdunquillo ";1
47186;"Valladolid ";2
47184;"Valoria la Buena ";1
47185;"Valverde de Campos ";1
47187;"Vega de Ruiponce ";1
47188;"Vega de Valdetronco ";1
47189;"Velascalvaro ";1
47190;"Velilla ";1
47191;"Velliza ";1
47192;"Ventosa de la Cuesta ";1
47193;"Viana de Cega ";2
47195;"Villabanez ";1
47196;"Villabaruz de Campos ";1
47197;"Villabragima ";1
47198;"Villacarralon ";1
47199;"Villacid de Campos ";1
47200;"Villaco ";1
47203;"Villafrades de Campos ";1
47204;"Villafranca de Duero ";1
47205;"Villafrechos ";1
47206;"Villafuerte ";1
47207;"Villagarcia de Campos ";1
47208;"Villagomez la Nueva ";1
47209;"Villalan de Campos ";1
47210;"Villalar de los Comuneros ";1
47211;"Villalba de la Loma ";1
47212;"Villalba de los Alcores ";1
47213;"Villalbarba ";1
47214;"Villalon de Campos ";2
47215;"Villamuriel de Campos ";1
47216;"Villan de Tordesillas ";1
47217;"Villanubla ";2
47218;"Villanueva de Duero ";1
47219;"Villanueva de la Condesa ";1
47220;"Villanueva de los Caballeros ";1
47221;"Villanueva de los Infantes ";1
47222;"Villanueva de San Mancio ";1
47223;"Villardefrades ";1
47224;"Villarmentero de Esgueva ";1
47225;"Villasexmir ";1
47226;"Villavaquerin ";1
47227;"Villavellid ";1
47228;"Villaverde de Medina ";1
47229;"Villavicencio de los Caballeros ";1
47194;"Viloria ";1
47230;"Wamba ";1
47231;"Zaratan ";2
47232;"Zarza, La ";1
48001;"Abadino ";2
48002;"Abanto y Ciervana-Abanto Zierbena ";2
48911;"Ajangiz ";1
48912;"Alonsotegi ";2
48003;"Amorebieta-Etxano ";2
48004;"Amoroto ";1
48005;"Arakaldo ";1
48006;"Arantzazu ";1
48093;"Areatza ";1
48009;"Arrankudiaga ";1
48914;"Arratzu ";1
48010;"Arrieta ";1
48011;"Arrigorriaga ";2
48023;"Artea ";1
48008;"Artzentales ";1
48091;"Atxondo ";1
48070;"Aulesti ";1
48012;"Bakio ";2
48090;"Balmaseda ";2
48013;"Barakaldo ";2
48014;"Barrika ";1
48015;"Basauri ";2
48092;"Bedia ";1
48016;"Berango ";2
48017;"Bermeo ";2
48018;"Berriatua ";1
48019;"Berriz ";2
48020;"Bilbao ";2
48021;"Busturia ";2
48901;"Derio ";2
48026;"Dima ";1
48027;"Durango ";2
48028;"Ea ";1
48031;"Elantxobe ";1
48032;"Elorrio ";2
48902;"Erandio ";2
48033;"Ereno ";1
48034;"Ermua ";2
48079;"Errigoiti ";1
48029;"Etxebarri ";2
48030;"Etxebarria ";1
48906;"Forua ";1
48035;"Fruiz ";1
48036;"Galdakao ";2
48037;"Galdames ";1
48038;"Gamiz-Fika ";1
48039;"Garai ";1
48040;"Gatika ";2
48041;"Gautegiz Arteaga ";1
48046;"Gernika-Lumo ";2
48044;"Getxo ";2
48047;"Gizaburuaga ";1
48042;"Gordexola ";2
48043;"Gorliz ";2
48045;"Guenes ";2
48048;"Ibarrangelu ";1
48094;"Igorre ";2
48049;"Ispaster ";1
48910;"Iurreta ";2
48050;"Izurtza ";1
48022;"Karrantza Harana/Valle de Carranza ";2
48907;"Kortezubi ";1
48051;"Lanestosa ";1
48052;"Larrabetzu ";2
48053;"Laukiz ";1
48054;"Leioa ";2
48057;"Lekeitio ";2
48055;"Lemoa ";2
48056;"Lemoiz ";1
48081;"Lezama ";2
48903;"Loiu ";2
48058;"Mallabia ";1
48059;"Manaria ";1
48060;"Markina-Xemein ";2
48061;"Maruri-Jatabe ";1
48062;"Mendata ";1
48063;"Mendexa ";1
48064;"Menaka ";1
48066;"Morga ";1
48068;"Mundaka ";2
48069;"Mungia ";2
48007;"Munitibar-Arbatzegi Gerrikaitz ";1
48908;"Murueta ";1
48071;"Muskiz ";2
48067;"Muxika ";1
48909;"Nabarniz ";1
48073;"Ondarroa ";2
48075;"Orozko ";2
48083;"Ortuella ";2
48072;"Otxandio ";1
48077;"Plentzia ";2
48078;"Portugalete ";2
48082;"Santurtzi ";2
48084;"Sestao ";2
48904;"Sondika ";2
48085;"Sopela ";2
48086;"Sopuerta ";2
48076;"Sukarrieta ";1
48087;"Trucios-Turtzioz ";1
48088;"Ubide ";1
48065;"Ugao-Miraballes ";2
48089;"Urduliz ";2
48074;"Urduna/Orduna ";2
48080;"Valle de Trapaga-Trapagaran ";2
48095;"Zaldibar ";2
48096;"Zalla ";2
48905;"Zamudio ";2
48097;"Zaratamo ";1
48024;"Zeanuri ";1
48025;"Zeberio ";1
48913;"Zierbena ";1
48915;"Ziortza-Bolibar ";1
49002;"Abezames ";1
49003;"Alcanices ";1
49004;"Alcubilla de Nogales ";1
49005;"Alfaraz de Sayago ";1
49006;"Algodre ";1
49007;"Almaraz de Duero ";1
49008;"Almeida de Sayago ";1
49009;"Andavias ";1
49010;"Arcenillas ";1
49011;"Arcos de la Polvorosa ";1
49012;"Arganin ";1
49013;"Argujillo ";1
49014;"Arquillinos ";1
49015;"Arrabalde ";1
49016;"Aspariegos ";1
49017;"Asturianos ";1
49018;"Ayoo de Vidriales ";1
49019;"Barcial del Barco ";1
49020;"Belver de los Montes ";1
49021;"Benavente ";2
49022;"Benegiles ";1
49023;"Bermillo de Sayago ";1
49024;"Boveda de Toro, La ";1
49025;"Breto ";1
49026;"Bretocino ";1
49027;"Brime de Sog ";1
49028;"Brime de Urz ";1
49029;"Burganes de Valverde ";1
49030;"Bustillo del Oro ";1
49031;"Cabanas de Sayago ";1
49032;"Calzadilla de Tera ";1
49033;"Camarzana de Tera ";1
49034;"Canizal ";1
49035;"Canizo ";1
49036;"Carbajales de Alba ";1
49037;"Carbellino ";1
49038;"Casaseca de Campean ";1
49039;"Casaseca de las Chanas ";1
49040;"Castrillo de la Guarena ";1
49041;"Castrogonzalo ";1
49042;"Castronuevo ";1
49043;"Castroverde de Campos ";1
49044;"Cazurra ";1
49046;"Cerecinos de Campos ";1
49047;"Cerecinos del Carrizal ";1
49048;"Cernadilla ";1
49050;"Cobreros ";1
49052;"Coomonte ";1
49053;"Coreses ";1
49054;"Corrales del Vino ";1
49055;"Cotanes del Monte ";1
49056;"Cubillos ";1
49057;"Cubo de Benavente ";1
49058;"Cubo de Tierra del Vino, El ";1
49059;"Cuelgamures ";1
49061;"Entrala ";1
49062;"Espadanedo ";1
49063;"Faramontanos de Tabara ";1
49064;"Fariza ";1
49065;"Fermoselle ";1
49066;"Ferreras de Abajo ";1
49067;"Ferreras de Arriba ";1
49068;"Ferreruela ";1
49069;"Figueruela de Arriba ";1
49071;"Fonfria ";1
49075;"Fresno de la Polvorosa ";1
49076;"Fresno de la Ribera ";1
49077;"Fresno de Sayago ";1
49078;"Friera de Valverde ";1
49079;"Fuente Encalada ";1
49080;"Fuentelapena ";1
49082;"Fuentes de Ropel ";1
49081;"Fuentesauco ";2
49083;"Fuentesecas ";1
49084;"Fuentespreadas ";1
49085;"Galende ";1
49086;"Gallegos del Pan ";1
49087;"Gallegos del Rio ";1
49088;"Gamones ";1
49090;"Gema ";1
49091;"Granja de Moreruela ";1
49092;"Granucillo ";1
49093;"Guarrate ";1
49094;"Hermisende ";1
49095;"Hiniesta, La ";1
49096;"Jambrina ";1
49097;"Justel ";1
49098;"Losacino ";1
49099;"Losacio ";1
49100;"Lubian ";1
49101;"Luelmo ";1
49102;"Maderal, El ";1
49103;"Madridanos ";1
49104;"Mahide ";1
49105;"Maire de Castroponce ";1
49107;"Malva ";1
49108;"Manganeses de la Lampreana ";1
49109;"Manganeses de la Polvorosa ";1
49110;"Manzanal de Arriba ";1
49112;"Manzanal de los Infantes ";1
49111;"Manzanal del Barco ";1
49113;"Matilla de Arzon ";1
49114;"Matilla la Seca ";1
49115;"Mayalde ";1
49116;"Melgar de Tera ";1
49117;"Micereces de Tera ";1
49118;"Milles de la Polvorosa ";1
49119;"Molacillos ";1
49120;"Molezuelas de la Carballeda ";1
49121;"Mombuey ";1
49122;"Monfarracinos ";1
49123;"Montamarta ";1
49124;"Moral de Sayago ";1
49126;"Moraleja de Sayago ";1
49125;"Moraleja del Vino ";2
49128;"Morales de Rey ";1
49129;"Morales de Toro ";1
49130;"Morales de Valverde ";1
49127;"Morales del Vino ";2
49131;"Moralina ";1
49132;"Moreruela de los Infanzones ";1
49133;"Moreruela de Tabara ";1
49134;"Muelas de los Caballeros ";1
49135;"Muelas del Pan ";1
49136;"Muga de Sayago ";1
49137;"Navianos de Valverde ";1
49138;"Olmillos de Castro ";1
49139;"Otero de Bodas ";1
49141;"Pajares de la Lampreana ";1
49143;"Palacios de Sanabria ";1
49142;"Palacios del Pan ";1
49145;"Pedralba de la Praderia ";1
49146;"Pego, El ";1
49147;"Peleagonzalo ";1
49148;"Peleas de Abajo ";1
49149;"Penausende ";1
49150;"Peque ";1
49151;"Perdigon, El ";1
49152;"Pereruela ";1
49153;"Perilla de Castro ";1
49154;"Pias ";1
49155;"Piedrahita de Castro ";1
49156;"Pinilla de Toro ";1
49157;"Pino del Oro ";1
49158;"Pinero, El ";1
49160;"Pobladura de Valderaduey ";1
49159;"Pobladura del Valle ";1
49162;"Porto ";1
49163;"Pozoantiguo ";1
49164;"Pozuelo de Tabara ";1
49165;"Prado ";1
49166;"Puebla de Sanabria ";1
49167;"Pueblica de Valverde ";1
49170;"Quintanilla de Urz ";1
49168;"Quintanilla del Monte ";1
49169;"Quintanilla del Olmo ";1
49171;"Quiruelas de Vidriales ";1
49172;"Rabanales ";1
49173;"Rabano de Aliste ";1
49174;"Requejo ";1
49175;"Revellinos ";1
49176;"Riofrio de Aliste ";1
49177;"Rionegro del Puente ";1
49178;"Roales ";1
49179;"Robleda-Cervantes ";1
49180;"Roelos de Sayago ";1
49181;"Rosinos de la Requejada ";1
49183;"Salce ";1
49184;"Samir de los Canos ";1
49185;"San Agustin del Pozo ";1
49186;"San Cebrian de Castro ";1
49187;"San Cristobal de Entrevinas ";1
49188;"San Esteban del Molar ";1
49189;"San Justo ";1
49190;"San Martin de Valderaduey ";1
49191;"San Miguel de la Ribera ";1
49192;"San Miguel del Valle ";1
49193;"San Pedro de Ceque ";1
49194;"San Pedro de la Nave-Almendra ";1
49208;"San Vicente de la Cabeza ";1
49209;"San Vitero ";1
49197;"Santa Clara de Avedillo ";1
49199;"Santa Colomba de las Monjas ";1
49200;"Santa Cristina de la Polvorosa ";1
49201;"Santa Croya de Tera ";1
49202;"Santa Eufemia del Barco ";1
49203;"Santa Maria de la Vega ";1
49204;"Santa Maria de Valverde ";1
49205;"Santibanez de Tera ";1
49206;"Santibanez de Vidriales ";1
49207;"Santovenia ";1
49210;"Sanzoles ";1
49214;"Tabara ";1
49216;"Tapioles ";1
49219;"Toro ";2
49220;"Torre del Valle, La ";1
49221;"Torregamones ";1
49222;"Torres del Carrizal ";1
49223;"Trabazos ";1
49224;"Trefacio ";1
49225;"Una de Quintana ";1
49226;"Vadillo de la Guarena ";1
49227;"Valcabado ";1
49228;"Valdefinjas ";1
49229;"Valdescorriel ";1
49230;"Vallesa de la Guarena ";1
49231;"Vega de Tera ";1
49232;"Vega de Villalobos ";1
49233;"Vegalatrave ";1
49234;"Venialbo ";1
49235;"Vezdemarban ";1
49236;"Vidayanes ";1
49237;"Videmala ";1
49238;"Villabrazaro ";1
49239;"Villabuena del Puente ";1
49240;"Villadepera ";1
49241;"Villaescusa ";1
49242;"Villafafila ";1
49243;"Villaferruena ";1
49244;"Villageriz ";1
49245;"Villalazan ";1
49246;"Villalba de la Lampreana ";1
49247;"Villalcampo ";1
49248;"Villalobos ";1
49249;"Villalonso ";1
49250;"Villalpando ";1
49251;"Villalube ";1
49252;"Villamayor de Campos ";1
49255;"Villamor de los Escuderos ";1
49256;"Villanazar ";1
49257;"Villanueva de Azoague ";1
49258;"Villanueva de Campean ";1
49259;"Villanueva de las Peras ";1
49260;"Villanueva del Campo ";1
49263;"Villar de Fallaves ";1
49264;"Villar del Buey ";1
49261;"Villaralbo ";2
49262;"Villardeciervos ";1
49265;"Villardiegua de la Ribera ";1
49266;"Villardiga ";1
49267;"Villardondiego ";1
49268;"Villarrin de Campos ";1
49269;"Villaseco del Pan ";1
49270;"Villavendimio ";1
49272;"Villaveza de Valverde ";1
49271;"Villaveza del Agua ";1
49273;"Vinas ";1
49275;"Zamora ";2
50001;"Abanto ";1
50002;"Acered ";1
50003;"Agon ";1
50004;"Aguaron ";1
50005;"Aguilon ";1
50006;"Ainzon ";1
50007;"Aladren ";1
50008;"Alagon ";2
50009;"Alarba ";1
50010;"Alberite de San Juan ";1
50011;"Albeta ";1
50012;"Alborge ";1
50013;"Alcala de Ebro ";1
50014;"Alcala de Moncayo ";1
50015;"Alconchel de Ariza ";1
50016;"Aldehuela de Liestos ";1
50017;"Alfajarin ";2
50018;"Alfamen ";1
50019;"Alforque ";1
50020;"Alhama de Aragon ";1
50021;"Almochuel ";1
50022;"Almolda, La ";1
50023;"Almonacid de la Cuba ";1
50024;"Almonacid de la Sierra ";1
50025;"Almunia de Dona Godina, La ";2
50026;"Alpartir ";1
50027;"Ambel ";1
50028;"Anento ";1
50029;"Aninon ";1
50030;"Anon de Moncayo ";1
50031;"Aranda de Moncayo ";1
50032;"Arandiga ";1
50033;"Ardisa ";1
50034;"Ariza ";1
50035;"Artieda ";1
50036;"Asin ";1
50037;"Atea ";1
50038;"Ateca ";2
50039;"Azuara ";1
50040;"Badules ";1
50041;"Bagues ";0
50042;"Balconchan ";0
50043;"Barboles ";1
50044;"Bardallur ";1
50045;"Belchite ";1
50046;"Belmonte de Gracian ";1
50047;"Berdejo ";1
50048;"Berrueco ";1
50901;"Biel ";1
50050;"Bijuesca ";1
50051;"Biota ";1
50052;"Bisimbre ";1
50053;"Boquineni ";1
50054;"Bordalba ";1
50055;"Borja ";2
50056;"Botorrita ";1
50057;"Brea de Aragon ";2
50058;"Bubierca ";1
50059;"Bujaraloz ";1
50060;"Bulbuente ";1
50061;"Bureta ";1
50062;"Burgo de Ebro, El ";2
50063;"Buste, El ";1
50064;"Cabanas de Ebro ";1
50065;"Cabolafuente ";1
50066;"Cadrete ";2
50067;"Calatayud ";2
50068;"Calatorao ";2
50069;"Calcena ";1
50070;"Calmarza ";1
50071;"Campillo de Aragon ";1
50072;"Carenas ";1
50073;"Carinena ";2
50074;"Caspe ";2
50075;"Castejon de Alarba ";1
50076;"Castejon de las Armas ";1
50077;"Castejon de Valdejasa ";1
50078;"Castiliscar ";1
50079;"Cervera de la Canada ";1
50080;"Cerveruela ";1
50081;"Cetina ";1
50092;"Chiprana ";1
50093;"Chodes ";1
50082;"Cimballa ";1
50083;"Cinco Olivas ";1
50084;"Clares de Ribota ";1
50085;"Codo ";1
50086;"Codos ";1
50087;"Contamina ";1
50088;"Cosuenda ";1
50089;"Cuarte de Huerva ";2
50090;"Cubel ";1
50091;"Cuerlas, Las ";1
50094;"Daroca ";2
50095;"Ejea de los Caballeros ";2
50096;"Embid de Ariza ";1
50098;"Encinacorba ";1
50099;"epila ";2
50100;"Erla ";1
50101;"Escatron ";1
50102;"Fabara ";1
50104;"Farlete ";1
50105;"Fayon ";1
50106;"Fayos, Los ";1
50107;"Figueruelas ";1
50108;"Fombuena ";1
50109;"Frago, El ";1
50110;"Frasno, El ";1
50111;"Frescano ";1
50113;"Fuendejalon ";1
50114;"Fuendetodos ";1
50115;"Fuentes de Ebro ";2
50116;"Fuentes de Jiloca ";1
50117;"Gallocanta ";1
50118;"Gallur ";2
50119;"Gelsa ";1
50120;"Godojos ";1
50121;"Gotor ";1
50122;"Grisel ";1
50123;"Grisen ";1
50124;"Herrera de los Navarros ";1
50125;"Ibdes ";1
50126;"Illueca ";2
50128;"Isuerre ";1
50129;"Jaraba ";1
50130;"Jarque ";1
50131;"Jaulin ";1
50132;"Joyosa, La ";1
50133;"Lagata ";1
50134;"Langa del Castillo ";1
50135;"Layana ";1
50136;"Lecera ";1
50138;"Lechon ";1
50137;"Lecinena ";1
50139;"Letux ";1
50140;"Litago ";1
50141;"Lituenigo ";1
50142;"Lobera de Onsella ";1
50143;"Longares ";1
50144;"Longas ";1
50146;"Lucena de Jalon ";1
50147;"Luceni ";1
50148;"Luesia ";1
50149;"Luesma ";1
50150;"Lumpiaque ";1
50151;"Luna ";1
50152;"Maella ";2
50153;"Magallon ";1
50154;"Mainar ";1
50155;"Malanquilla ";1
50156;"Malejan ";1
50160;"Mallen ";2
50157;"Malon ";1
50159;"Maluenda ";1
50161;"Manchones ";1
50162;"Mara ";1
50163;"Maria de Huerva ";2
50902;"Marracos ";1
